Wage,Age,Club,League,Nation,Position,Apps,Caps,Wage by Apps
774000,27,Schalke 04,Bundesliga,GER,Defender,234,0,3307
774000,24,AS Monaco,Ligue 1 Uber Eats,FRA,Defender,117,0,6615
774000,28,Union Berlin,Bundesliga,GER,Midfilder,276,0,2804
774000,26,VfB Stuttgart,Bundesliga,GER,Defender,167,0,4634
772000,23,AS Monaco,Ligue 1 Uber Eats,SEN,Defender,104,0,7423
770000,22,Salernitana,Serie A,NOR,Forward,124,0,6209
770000,20,Salento,Serie A,ESP,Midfilder,3,0,256666
770000,27,Salernitana,Serie A,TUN,Defender,218,35,3532
767000,28,Brianza,Serie A,ITA,Midfilder,317,0,2419
762000,27,Valencia,La Liga,ESP,Midfilder,286,0,2664
756000,29,Sporting CP,Primiera Liga,POR,Defender,270,0,2800
756000,28,Atletico Pamplona,La Liga,ESP,Midfilder,343,0,2204
755000,27,Sporting CP,Primiera Liga,BRA,Midfilder,123,0,6138
752000,23,FC Augsburg,Bundesliga,ENG,Defender,94,0,8000
752000,33,VfL Bochum,Bundesliga,GER,Goalkeeper,433,0,1736
752000,29,SC Freiburg,Bundesliga,GER,Defender,319,6,2357
751000,27,Sporting CP,Primiera Liga,POR,Forward,158,0,4753
748000,19,Borussia M'gladbach,Bundesliga,USA,Defender,55,2,13600
747000,29,RC Lens,Ligue 1 Uber Eats,FRA,Defender,270,0,2766
742000,27,VfL Bochum,Bundesliga,CMR,Midfilder,236,29,3144
741000,27,Vallecano,La Liga,ESP,Defender,291,0,2546
740000,27,Sporting CP,Primiera Liga,POR,Defender,203,0,3645
738000,33,Espanyol,La Liga,ESP,Defender,343,1,2151
736000,23,LOSC,Ligue 1 Uber Eats,KOS,Midfilder,101,28,7287
735000,30,Villarreal,La Liga,COL,Defender,271,21,2712
733000,23,BRG,Primiera Liga,FRA,Defender,114,0,6429
731000,21,Schalke 04,Bundesliga,GER,Defender,40,0,18275
731000,23,Mainz 05,Bundesliga,GER,Midfilder,127,2,5755
731000,23,Schalke 04,Bundesliga,GER,Defender,50,0,14620
731000,34,Borussia M'gladbach,Bundesliga,GER,Goalkeeper,235,0,3110
731000,29,Mainz 05,Bundesliga,GER,Defender,206,0,3548
731000,28,Schalke 04,Bundesliga,TUR,Forward,218,31,3353
729000,25,VfB Stuttgart,Bundesliga,POR,Defender,176,0,4142
727000,33,Real Hispalis,La Liga,ESP,Defender,349,0,2083
726000,32,Cadiz,La Liga,ESP,Defender,299,0,2428
726000,29,Cadiz,La Liga,ARG,Goalkeeper,141,0,5148
726000,20,Capitoline,Serie A,POL,Defender,20,5,36300
723000,23,VfB Stuttgart,Bundesliga,JPN,Defender,95,3,7610
722000,25,Cadiz,La Liga,ESP,Midfilder,230,0,3139
722000,30,Cadiz,La Liga,ESP,Defender,253,0,2853
722000,38,Rennes,Ligue 1 Uber Eats,FRA,Goalkeeper,227,0,3180
722000,28,Strasbourg,Ligue 1 Uber Eats,GHA,Defender,195,17,3702
721000,28,Strasbourg,Ligue 1 Uber Eats,BIH,Midfilder,183,14,3939
718000,24,Salento,Serie A,ITA,Defender,115,0,6243
717000,29,Reims,Ligue 1 Uber Eats,JPN,Midfilder,257,36,2789
716000,25,Brianza,Serie A,ITA,Goalkeeper,162,0,4419
716000,30,Parthenope,Serie A,POL,Defender,282,43,2539
713000,19,Empoli,Serie A,ITA,Forward,5,0,142600
713000,24,Cremonese,Serie A,GEO,Defender,119,0,5991
713000,25,Salernitana,Serie A,FRA,Defender,221,0,3226
713000,25,FC Augsburg,Bundesliga,FRA,Forward,139,0,5129
712000,28,Atletico Pamplona,La Liga,ESP,Defender,269,0,2646
712000,33,Atletico Pamplona,La Liga,ESP,Defender,350,0,2034
712000,24,Atletico Pamplona,La Liga,ESP,Midfilder,170,0,4188
712000,29,Real San Sebastian,La Liga,ESP,Defender,271,0,2627
712000,26,Real San Sebastian,La Liga,ESP,Defender,177,0,4022
704000,23,Cremonese,Serie A,MEX,Defender,158,6,4455
702000,19,OL,Ligue 1 Uber Eats,FRA,Midfilder,59,0,11898
702000,22,OM,Ligue 1 Uber Eats,MAR,Midfilder,74,7,9486
702000,34,A. Bilbao,La Liga,ESP,Defender,393,0,1786
699000,25,Hertha Berlin,Bundesliga,CRO,Defender,174,6,4017
697000,35,AC Ajaccio,Ligue 1 Uber Eats,FRA,Midfilder,477,0,1461
695000,32,LOSC,Ligue 1 Uber Eats,FRA,Midfilder,267,0,2602
695000,20,Sporting CP,Primiera Liga,GRE,Midfilder,68,5,10220
692000,32,Espanyol,La Liga,ESP,Forward,393,0,1760
690000,32,SC Freiburg,Bundesliga,FRA,Defender,363,0,1900
688000,21,OGC Nice,Ligue 1 Uber Eats,FRA,Defender,54,0,12740
688000,25,Schalke 04,Bundesliga,GER,Midfilder,145,0,4744
688000,31,VfB Stuttgart,Bundesliga,JPN,Midfilder,406,73,1694
688000,32,Union Berlin,Bundesliga,GER,Midfilder,323,0,2130
688000,23,Mainz 05,Bundesliga,NED,Forward,96,0,7166
688000,30,Schalke 04,Bundesliga,FRA,Defender,269,0,2557
687000,25,Valencia,La Liga,GUI,Defender,137,0,5014
687000,29,VfL Bochum,Bundesliga,GER,Defender,270,0,2544
687000,23,Union Berlin,Bundesliga,GER,Goalkeeper,84,0,8178
684000,29,Sampdoria,Serie A,ESP,Forward,280,0,2442
679000,22,Real Hispalis,La Liga,ESP,Midfilder,103,0,6592
679000,25,Real Hispalis,La Liga,ESP,Defender,152,0,4467
674000,24,Strasbourg,Ligue 1 Uber Eats,FRA,Midfilder,157,0,4292
672000,34,FC Augsburg,Bundesliga,POL,Goalkeeper,291,0,2309
672000,22,Troyes,Ligue 1 Uber Eats,CRO,Midfilder,107,0,6280
672000,31,Angers SCO,Ligue 1 Uber Eats,ALG,Defender,247,37,2720
672000,32,Eintracht Frankfurt,Bundesliga,USA,Defender,315,29,2133
672000,23,Sassuolo,Serie A,NOR,Midfilder,149,17,4510
672000,25,Valencia,La Liga,BRA,Forward,180,0,3733
672000,23,RC Lens,Ligue 1 Uber Eats,AUT,Defender,123,10,5463
672000,27,Angers SCO,Ligue 1 Uber Eats,ALG,Midfilder,166,35,4048
672000,26,AS Monaco,Ligue 1 Uber Eats,FRA,Goalkeeper,206,0,3262
672000,35,Hertha Berlin,Bundesliga,SVK,Defender,429,112,1566
672000,21,Hoffenheim,Bundesliga,GER,Midfilder,81,0,8296
672000,24,Hertha Berlin,Bundesliga,GER,Midfilder,193,0,3481
672000,29,Montpellier,Ligue 1 Uber Eats,FRA,Defender,248,0,2709
672000,23,VfB Stuttgart,Bundesliga,FRA,Defender,71,0,9464
672000,28,Montpellier,Ligue 1 Uber Eats,GUI,Defender,248,68,2709
672000,24,SC Freiburg,Bundesliga,JPN,Midfilder,174,26,3862
672000,27,Rennes,Ligue 1 Uber Eats,FRA,Midfilder,297,0,2262
672000,22,RC Lens,Ligue 1 Uber Eats,BEL,Forward,107,3,6280
672000,28,1. FC Koln,Bundesliga,DEN,Defender,327,1,2055
672000,25,Union Berlin,Bundesliga,TUN,Midfilder,157,22,4280
672000,20,Rennes,Ligue 1 Uber Eats,BEL,Forward,82,10,8195
672000,28,Elche,La Liga,ARG,Defender,179,0,3754
670000,31,Montpellier,Ligue 1 Uber Eats,POR,Defender,280,1,2392
668000,27,Rennes,Ligue 1 Uber Eats,POR,Midfilder,205,0,3258
667000,28,Atletico Pamplona,La Liga,ARG,Forward,218,0,3059
664000,26,Udinese,Serie A,BRA,Defender,146,0,4547
664000,24,Sassuolo,Serie A,FRA,Midfilder,182,0,3648
664000,20,Atalanta,Serie A,FRA,Defender,38,0,17473
664000,21,Brianza,Serie A,BUL,Defender,78,11,8512
664000,32,Udinese,Serie A,GER,Midfilder,303,0,2191
664000,26,Salernitana,Serie A,MLI,Midfilder,164,29,4048
663000,37,Hertha Berlin,Bundesliga,NOR,Goalkeeper,399,72,1661
662000,24,Espanyol,La Liga,ESP,Goalkeeper,130,1,5092
661000,22,FC Porto,Primiera Liga,POR,Defender,90,0,7344
661000,26,Real San Sebastian,La Liga,ESP,Forward,208,0,3177
660000,27,Sporting CP,Primiera Liga,BRA,Defender,155,0,4258
658000,29,Salernitana,Serie A,NGA,Defender,226,62,2911
657000,25,Almeria,La Liga,ARG,Midfilder,117,0,5615
657000,30,Almeria,La Liga,ESP,Midfilder,277,0,2371
655000,21,Salento,Serie A,ZAM,Forward,73,4,8972
655000,28,Salento,Serie A,GAM,Forward,180,32,3638
655000,37,Cremonese,Serie A,ITA,Forward,543,0,1206
655000,21,Sassuolo,Serie A,NOR,Forward,110,0,5954
654000,30,Elche,La Liga,ESP,Goalkeeper,342,0,1912
654000,36,Vallecano,La Liga,COL,Forward,419,102,1560
654000,33,Valladolid,La Liga,ESP,Goalkeeper,340,1,1923
654000,25,Vallecano,La Liga,ESP,Midfilder,207,0,3159
654000,40,Vallecano,La Liga,ESP,Goalkeeper,559,1,1169
653000,30,Rennes,Ligue 1 Uber Eats,MLI,Defender,292,42,2236
650000,25,SC Freiburg,Bundesliga,GER,Midfilder,250,0,2600
649000,22,OGC Nice,Ligue 1 Uber Eats,ALG,Midfilder,106,10,6122
649000,22,FC Lorient,Ligue 1 Uber Eats,FRA,Midfilder,106,0,6122
646000,31,Espanyol,La Liga,URU,Defender,398,0,1623
646000,27,OM,Ligue 1 Uber Eats,ESP,Goalkeeper,180,0,3588
645000,21,VfL Wolfsburg,Bundesliga,GER,Midfilder,21,0,30714
645000,29,Brianza,Serie A,ITA,Forward,302,1,2135
645000,31,Brest,Ligue 1 Uber Eats,NED,Goalkeeper,290,1,2224
645000,29,Union Berlin,Bundesliga,GER,Midfilder,262,0,2461
645000,24,VfB Stuttgart,Bundesliga,GER,Midfilder,155,0,4161
645000,20,1. FC Koln,Bundesliga,GER,Midfilder,74,0,8716
645000,20,Borussia M'gladbach,Bundesliga,GER,Goalkeeper,47,0,13723
645000,33,SV Werder,Bundesliga,GER,Defender,385,0,1675
645000,24,FC Augsburg,Bundesliga,GER,Defender,125,0,5160
645000,25,SC Freiburg,Bundesliga,HUN,Midfilder,194,36,3324
645000,28,Schalke 04,Bundesliga,SUI,Forward,305,0,2114
645000,21,VfL Wolfsburg,Bundesliga,NED,Defender,64,0,10078
643000,22,Clermont,Ligue 1 Uber Eats,GHA,Defender,49,2,13122
642000,26,RC Lens,Ligue 1 Uber Eats,POL,Forward,180,9,3566
642000,28,RC Lens,Ligue 1 Uber Eats,FRA,Defender,231,0,2779
638000,21,Torino,Serie A,CZE,Defender,58,11,11000
638000,27,Fiorentina,Serie A,ITA,Defender,200,0,3190
638000,39,Spezia,Serie A,ITA,Goalkeeper,358,11,1782
638000,23,Bologna,Serie A,SCO,Midfilder,150,4,4253
638000,31,Brianza,Serie A,ITA,Defender,338,0,1887
638000,28,Cremonese,Serie A,ITA,Defender,131,0,4870
638000,26,Spezia,Serie A,ANG,Forward,183,5,3486
638000,22,Salernitana,Serie A,ITA,Defender,64,0,9968
638000,30,Spezia,Serie A,ITA,Defender,175,0,3645
638000,26,Spezia,Serie A,ITA,Forward,188,0,3393
638000,22,Parthenope,Serie A,ITA,Midfilder,86,0,7418
638000,25,Sassuolo,Serie A,ITA,Defender,77,0,8285
638000,25,Torino,Serie A,SRB,Goalkeeper,94,4,6787
638000,23,Spezia,Serie A,COL,Midfilder,109,0,5853
636000,25,Capitoline,Serie A,GUI,Midfilder,163,21,3901
636000,21,Capitoline,Serie A,GAM,Midfilder,6,13,106000
636000,25,Cadiz,La Liga,ESP,Defender,205,0,3102
632000,27,Getafe,La Liga,ESP,Midfilder,245,0,2579
632000,25,Getafe,La Liga,ESP,Forward,197,0,3208
628000,31,Toulouse FC,Ligue 1 Uber Eats,BEL,Midfilder,323,0,1944
624000,21,Liverpool,Premier League,ENG,Defender,40,0,15600
624000,20,Brighton,Premier League,ECU,Forward,5,12,124800
624000,20,Schalke 04,Bundesliga,NED,Defender,88,0,7090
621000,28,FC Lorient,Ligue 1 Uber Eats,SUI,Goalkeeper,225,4,2760
620000,21,Eintracht Frankfurt,Bundesliga,FRA,Defender,69,0,8985
619000,25,Montpellier,Ligue 1 Uber Eats,MLI,Defender,160,21,3868
619000,27,Reims,Ligue 1 Uber Eats,BEL,Defender,350,10,1768
619000,22,LOSC,Ligue 1 Uber Eats,USA,Forward,75,25,8253
619000,25,Angers SCO,Ligue 1 Uber Eats,CIV,Defender,128,4,4835
619000,26,Strasbourg,Ligue 1 Uber Eats,RSA,Forward,117,14,5290
616000,24,FC Porto,Primiera Liga,POR,Midfilder,60,0,10266
612000,24,Spezia,Serie A,FRA,Defender,175,0,3497
608000,23,OGC Nice,Ligue 1 Uber Eats,BDI,Defender,85,17,7152
605000,27,1. FC Koln,Bundesliga,GER,Goalkeeper,272,0,2224
605000,24,Sporting CP,Primiera Liga,CPV,Forward,108,5,5601
603000,24,VfB Stuttgart,Bundesliga,CRO,Defender,127,6,4748
602000,22,Parthenope,Serie A,ITA,Forward,77,13,7818
602000,25,Vigo,La Liga,ESP,Defender,137,1,4394
598000,27,Reims,Ligue 1 Uber Eats,KOS,Forward,193,29,3098
598000,24,Salernitana,Serie A,CYP,Midfilder,125,47,4784
597000,30,SV Werder,Bundesliga,GER,Defender,331,0,1803
590000,24,1. FC Koln,Bundesliga,GER,Defender,104,0,5673
583000,24,BRG,Primiera Liga,SRB,Midfilder,159,8,3666
583000,22,SV Werder,Bundesliga,GER,Defender,92,0,6336
581000,27,Toulouse FC,Ligue 1 Uber Eats,NED,Midfilder,261,0,2226
578000,31,Atletico Pamplona,La Liga,ESP,Defender,327,0,1767
576000,23,Barcelona,La Liga,ESP,Goalkeeper,65,0,8861
576000,20,Valencia,La Liga,ESP,Midfilder,56,0,10285
572000,24,LOSC,Ligue 1 Uber Eats,GUI,Forward,115,21,4973
572000,24,Sporting CP,Primiera Liga,BRA,Forward,122,0,4688
572000,23,VfB Stuttgart,Bundesliga,COD,Midfilder,109,0,5247
572000,27,AJ Auxerre,Ligue 1 Uber Eats,ALG,Defender,173,1,3306
572000,29,Clermont,Ligue 1 Uber Eats,SEN,Goalkeeper,106,0,5396
572000,33,Clermont,Ligue 1 Uber Eats,FRA,Midfilder,342,8,1672
570000,21,OL,Ligue 1 Uber Eats,SWE,Forward,71,0,8028
568000,24,Milan,Serie A,COL,Goalkeeper,28,0,20285
568000,23,OGC Nice,Ligue 1 Uber Eats,SUI,Defender,168,7,3380
567000,27,1. FC Koln,Bundesliga,GER,Defender,199,0,2849
567000,29,Troyes,Ligue 1 Uber Eats,FRA,Midfilder,292,0,1941
567000,36,RC Lens,Ligue 1 Uber Eats,FRA,Goalkeeper,275,0,2061
567000,27,RC Lens,Ligue 1 Uber Eats,FRA,Forward,177,0,3203
567000,32,Elche,La Liga,ESP,Defender,316,0,1794
567000,27,Mallorca,La Liga,URU,Defender,179,16,3167
567000,28,Vallecano,La Liga,MKD,Goalkeeper,321,56,1766
567000,30,Vallecano,La Liga,ALB,Defender,317,6,1788
567000,32,Elche,La Liga,ESP,Midfilder,450,0,1260
566000,21,Empoli,Serie A,ITA,Forward,54,0,10481
561000,30,Hertha Berlin,Bundesliga,TUR,Midfilder,220,3,2550
560000,29,VfL Bochum,Bundesliga,AUT,Midfilder,244,0,2295
560000,31,Union Berlin,Bundesliga,GER,Forward,328,0,1707
560000,26,Union Berlin,Bundesliga,GER,Midfilder,203,0,2758
560000,29,Cremonese,Serie A,ITA,Forward,322,0,1739
560000,32,SC Freiburg,Bundesliga,GER,Midfilder,361,0,1551
560000,28,VfL Bochum,Bundesliga,GRE,Defender,173,32,3236
560000,27,Hoffenheim,Bundesliga,GER,Midfilder,194,0,2886
560000,24,FC Augsburg,Bundesliga,BIH,Forward,140,13,4000
560000,29,1. FC Koln,Bundesliga,ARM,Midfilder,268,34,2089
560000,27,VfB Stuttgart,Bundesliga,GER,Goalkeeper,147,0,3809
560000,28,Brianza,Serie A,ITA,Midfilder,212,0,2641
560000,24,1. FC Koln,Bundesliga,AUT,Defender,191,3,2931
560000,26,SC Freiburg,Bundesliga,AUT,Defender,200,9,2800
559000,22,SV Werder,Bundesliga,BUL,Midfilder,51,0,10960
559000,25,Bayer 04,Bundesliga,AUT,Goalkeeper,156,3,3583
559000,25,Real San Sebastian,La Liga,ESP,Midfilder,139,0,4021
559000,24,Mainz 05,Bundesliga,MAR,Midfilder,87,18,6425
559000,21,Salernitana,Serie A,AUT,Defender,55,0,10163
554000,22,Sporting CP,Primiera Liga,URU,Goalkeeper,53,0,10452
554000,27,Vigo,La Liga,PER,Defender,180,75,3077
552000,25,Bologna,Serie A,SUI,Midfilder,176,10,3136
552000,28,Verona,Serie A,FRA,Midfilder,210,0,2628
552000,22,Lazio,Serie A,ESP,Defender,74,0,7459
552000,26,Empoli,Serie A,SVN,Defender,216,37,2555
552000,27,Udinese,Serie A,BRA,Midfilder,216,5,2555
552000,19,Atalanta,Serie A,DEN,Forward,37,0,14918
544000,24,Toulouse FC,Ligue 1 Uber Eats,SRB,Forward,172,3,3162
543000,23,Brianza,Serie A,BRA,Defender,87,0,6241
542000,20,Rennes,Ligue 1 Uber Eats,FRA,Defender,65,0,8338
542000,25,Getafe,La Liga,ESP,Midfilder,183,0,2961
542000,34,Getafe,La Liga,URU,Defender,420,6,1290
541000,35,Brest,Ligue 1 Uber Eats,FRA,Forward,338,30,1600
541000,33,Cadiz,La Liga,ESP,Defender,391,0,1383
541000,24,FC Augsburg,Bundesliga,POL,Defender,168,3,3220
538000,23,FC Nantes,Ligue 1 Uber Eats,CMR,Forward,108,11,4981
538000,25,Troyes,Ligue 1 Uber Eats,USA,Defender,143,4,3762
538000,23,Valencia,La Liga,POR,Defender,61,0,8819
538000,22,LOSC,Ligue 1 Uber Eats,ENG,Midfilder,62,0,8677
538000,21,VfB Stuttgart,Bundesliga,GER,Defender,77,0,6987
538000,31,RC Lens,Ligue 1 Uber Eats,FRA,Forward,253,0,2126
536000,22,Troyes,Ligue 1 Uber Eats,ECU,Defender,59,7,9084
536000,26,FC Nantes,Ligue 1 Uber Eats,FRA,Defender,210,0,2552
534000,31,Atletico Pamplona,La Liga,CRO,Forward,359,14,1487
534000,29,Atletico Pamplona,La Liga,ESP,Goalkeeper,267,0,2000
533000,20,Salernitana,Serie A,ITA,Defender,23,0,23173
533000,22,Salernitana,Serie A,ITA,Midfilder,41,0,13000
530000,23,LOSC,Ligue 1 Uber Eats,BRA,Defender,89,0,5955
530000,20,LOSC,Ligue 1 Uber Eats,FRA,Goalkeeper,36,0,14722
527000,20,OGC Nice,Ligue 1 Uber Eats,ITA,Defender,24,0,21958
526000,29,Cremonese,Serie A,ITA,Defender,209,0,2516
526000,21,Almeria,La Liga,BEL,Forward,57,0,9228
524000,20,Verona,Serie A,SCO,Defender,70,0,7485
523000,21,Mallorca,La Liga,KOR,Midfilder,105,6,4980
523000,26,Vallecano,La Liga,ESP,Midfilder,262,0,1996
523000,25,Valladolid,La Liga,ESP,Defender,125,0,4184
523000,28,Vallecano,La Liga,ESP,Midfilder,253,0,2067
520000,29,Nottm Forest,Premier League,POR,Midfilder,238,0,2184
520000,21,Leicester,Premier League,ENG,Defender,14,0,37142
520000,19,Southampton,Premier League,ENG,Defender,28,0,18571
520000,19,Newcastle,Premier League,SCO,Midfilder,28,0,18571
520000,21,OM,Ligue 1 Uber Eats,BFA,Defender,63,26,8253
520000,19,Wolves,Premier League,IRL,Midfilder,3,0,173333
520000,19,Santa Clara,Primiera Liga,SRB,Forward,80,0,6500
520000,20,West Ham,Premier League,BRA,Defender,14,0,37142
520000,23,Sassuolo,Serie A,BRA,Defender,39,0,13333
517000,26,FC Augsburg,Bundesliga,GER,Midfilder,81,0,6382
517000,24,FC Augsburg,Bundesliga,SUI,Midfilder,173,24,2988
516000,21,Torino,Serie A,SEN,Forward,42,0,12285
516000,31,Troyes,Ligue 1 Uber Eats,FRA,Midfilder,327,0,1577
516000,31,VfL Bochum,Bundesliga,GER,Midfilder,303,0,1702
516000,36,Troyes,Ligue 1 Uber Eats,FRA,Goalkeeper,98,0,5265
516000,18,Almeria,La Liga,BRA,Defender,19,0,27157
516000,23,Eintracht Frankfurt,Bundesliga,FRA,Defender,125,0,4128
515000,34,Strasbourg,Ligue 1 Uber Eats,FRA,Midfilder,395,0,1303
514000,25,SV Werder,Bundesliga,DEN,Midfilder,221,1,2325
511000,23,Cadiz,La Liga,URU,Forward,98,1,5214
510000,21,Vallecano,La Liga,ESP,Forward,96,0,5312
508000,29,BRG,Primiera Liga,COL,Defender,193,5,2632
508000,27,Real San Sebastian,La Liga,ESP,Midfilder,139,0,3654
508000,25,Real San Sebastian,La Liga,ESP,Defender,103,0,4932
508000,27,Brest,Ligue 1 Uber Eats,FRA,Defender,161,0,3155
507000,23,Vigo,La Liga,ESP,Midfilder,211,1,2402
507000,26,Espanyol,La Liga,ESP,Midfilder,239,0,2121
504000,24,FC Lorient,Ligue 1 Uber Eats,TUN,Defender,100,20,5040
504000,25,FC Lorient,Ligue 1 Uber Eats,COD,Defender,110,2,4581
502000,33,A. Bilbao,La Liga,ESP,Defender,382,0,1314
501000,26,Verona,Serie A,DEN,Midfilder,144,1,3479
499000,21,Borussia M'gladbach,Bundesliga,IRL,Midfilder,56,0,8910
492000,35,AC Ajaccio,Ligue 1 Uber Eats,FRA,Midfilder,431,0,1141
491000,24,Sassuolo,Serie A,BRA,Midfilder,99,1,4959
490000,27,RC Lens,Ligue 1 Uber Eats,POL,Defender,295,24,1661
485000,22,Real Hispalis,La Liga,BRA,Defender,103,0,4708
484000,24,SV Werder,Bundesliga,AUT,Defender,123,5,3934
484000,32,Salento,Serie A,ITA,Defender,345,0,1402
483000,19,Juventus,Serie A,ITA,Midfilder,36,0,13416
483000,22,Empoli,Serie A,ITA,Forward,104,0,4644
483000,32,Juventus,Serie A,ITA,Goalkeeper,209,0,2311
483000,32,Fiorentina,Serie A,ITA,Goalkeeper,187,0,2582
479000,28,Vallecano,La Liga,SEN,Midfilder,174,0,2752
479000,29,Valladolid,La Liga,VEN,Midfilder,328,36,1460
478000,30,Valladolid,La Liga,MAR,Defender,198,20,2414
478000,34,Empoli,Serie A,KOS,Goalkeeper,216,35,2212
478000,22,Bologna,Serie A,ITA,Defender,32,0,14937
478000,20,Salento,Serie A,ITA,Forward,55,0,8690
478000,21,Empoli,Serie A,ITA,Forward,43,0,11116
478000,25,Verona,Serie A,ITA,Defender,140,0,3414
478000,20,Spezia,Serie A,ITA,Forward,15,0,31866
478000,22,AC Ajaccio,Ligue 1 Uber Eats,SEN,Forward,143,0,3342
477000,25,FC Porto,Primiera Liga,NGA,Defender,146,11,3267
477000,21,Verona,Serie A,SLE,Forward,33,0,14454
476000,22,Valencia,La Liga,POR,Midfilder,98,0,4857
473000,23,VfL Bochum,Bundesliga,SRB,Defender,98,1,4826
471000,27,Toulouse FC,Ligue 1 Uber Eats,ENG,Forward,200,0,2355
471000,29,Toulouse FC,Ligue 1 Uber Eats,FRA,Goalkeeper,153,0,3078
467000,28,FC Lorient,Ligue 1 Uber Eats,FRA,Defender,190,0,2457
467000,22,FC Lorient,Ligue 1 Uber Eats,SEN,Forward,53,11,8811
467000,23,FC Lorient,Ligue 1 Uber Eats,MLI,Forward,103,14,4533
466000,30,Salernitana,Serie A,SVK,Defender,242,30,1925
464000,36,Troyes,Ligue 1 Uber Eats,FRA,Defender,407,36,1140
464000,26,Montpellier,Ligue 1 Uber Eats,URU,Defender,142,3,3267
464000,24,Troyes,Ligue 1 Uber Eats,POR,Defender,115,0,4034
463000,33,SC Freiburg,Bundesliga,GER,Forward,446,2,1038
462000,37,Vigo,La Liga,BRA,Goalkeeper,422,10,1094
462000,24,Espanyol,La Liga,ESP,Defender,141,0,3276
461000,18,Juventus,Serie A,ENG,Midfilder,1,0,461000
459000,29,SC Freiburg,Bundesliga,GER,Goalkeeper,224,0,2049
459000,27,FC Nantes,Ligue 1 Uber Eats,CMR,Defender,237,11,1936
457000,27,Brianza,Serie A,CRO,Forward,280,2,1632
455000,23,Cremonese,Serie A,ITA,Forward,70,0,6500
453000,20,VfB Stuttgart,Bundesliga,POR,Forward,66,0,6863
452000,25,Chaves,Primiera Liga,RSA,Forward,163,13,2773
452000,29,RC Lens,Ligue 1 Uber Eats,COL,Defender,214,3,2112
451000,32,Getafe,La Liga,SRB,Defender,306,32,1473
451000,30,Vigo,La Liga,ARG,Defender,173,0,2606
451000,30,Cadiz,La Liga,ESP,Forward,275,0,1640
450000,24,Espanyol,La Liga,ESP,Forward,156,0,2884
448000,20,Eintracht Frankfurt,Bundesliga,GER,Defender,62,0,7225
448000,24,Sampdoria,Serie A,ALG,Midfilder,98,0,4571
448000,29,VfB Stuttgart,Bundesliga,JPN,Defender,353,41,1269
448000,24,1. FC Koln,Bundesliga,GRE,Midfilder,155,23,2890
448000,25,Clermont,Ligue 1 Uber Eats,BEL,Defender,144,0,3111
448000,24,1. FC Koln,Bundesliga,GER,Forward,169,0,2650
448000,32,VfL Bochum,Bundesliga,CRC,Defender,241,79,1858
448000,19,Valencia,La Liga,USA,Midfilder,88,19,5090
448000,21,Cremonese,Serie A,AUT,Defender,127,0,3527
448000,24,Union Berlin,Bundesliga,NED,Defender,150,0,2986
448000,30,Strasbourg,Ligue 1 Uber Eats,FRA,Defender,201,0,2228
445000,30,Atletico Pamplona,La Liga,SRB,Midfilder,261,3,1704
441000,29,Angers SCO,Ligue 1 Uber Eats,SVN,Defender,285,20,1547
441000,24,Reims,Ligue 1 Uber Eats,NED,Defender,123,0,3585
441000,24,Torino,Serie A,GLP,Defender,121,4,3644
441000,22,Angers SCO,Ligue 1 Uber Eats,FRA,Defender,42,0,10500
441000,19,Verona,Serie A,ITA,Defender,1,0,441000
441000,18,Verona,Serie A,ITA,Defender,4,0,110250
440000,20,Santa Clara,Primiera Liga,BRA,Forward,21,0,20952
440000,23,Sassuolo,Serie A,TUR,Defender,172,18,2558
440000,26,Bologna,Serie A,GRE,Defender,164,5,2682
438000,28,Almeria,La Liga,BRA,Defender,188,0,2329
438000,21,Almeria,La Liga,POR,Midfilder,90,0,4866
438000,23,A. Bilbao,La Liga,ESP,Midfilder,160,0,2737
437000,27,Benfica,Primiera Liga,POR,Midfilder,198,0,2207
436000,23,Sporting CP,Primiera Liga,POR,Midfilder,83,0,5253
436000,24,Vallecano,La Liga,GHA,Defender,107,0,4074
436000,33,Elche,La Liga,ESP,Defender,413,0,1055
436000,32,Elche,La Liga,ESP,Defender,405,0,1076
436000,33,Valladolid,La Liga,ESP,Defender,271,0,1608
436000,26,Mallorca,La Liga,SVK,Defender,290,13,1503
436000,26,Mallorca,La Liga,SEN,Forward,180,4,2422
435000,27,Toulouse FC,Ligue 1 Uber Eats,DEN,Defender,227,0,1916
435000,27,Brest,Ligue 1 Uber Eats,BEN,Forward,230,42,1891
435000,25,Brest,Ligue 1 Uber Eats,POR,Midfilder,193,0,2253
432000,26,Espanyol,La Liga,ESP,Defender,212,0,2037
432000,29,FC Porto,Primiera Liga,BRA,Forward,220,0,1963
431000,26,Verona,Serie A,ITA,Goalkeeper,219,0,1968
430000,22,VfL Bochum,Bundesliga,GER,Midfilder,23,0,18695
430000,30,Union Berlin,Bundesliga,GER,Defender,333,0,1291
430000,28,Almeria,La Liga,ESP,Midfilder,261,0,1647
430000,24,Espanyol,La Liga,ESP,Defender,163,1,2638
430000,24,Borussia M'gladbach,Bundesliga,FRA,Defender,11,0,39090
430000,27,VfL Bochum,Bundesliga,PHI,Defender,181,2,2375
430000,18,Hoffenheim,Bundesliga,GER,Midfilder,6,0,71666
430000,24,FC Augsburg,Bundesliga,FIN,Midfilder,109,20,3944
428000,29,Troyes,Ligue 1 Uber Eats,GUF,Defender,198,2,2161
